student_id,branch,gender,attendance_pct,cgpa,backlogs,internships,projects_completed,certifications,coding_score,communication_score,extracurricular_score,aptitude_score,performance_score,placed,package_lpa
STU0512,CIVIL,Male,86.5,7.04,0,0,3,1,68.5,69.4,43.0,59.2,77.62,1,9.09
STU0513,EEE,Male,77.2,8.16,0,0,0,2,54.1,49.3,45.5,68.6,72.12,0,0.0
STU0514,CIVIL,Male,74.0,6.61,1,3,4,2,37.4,78.5,50.7,66.2,68.86,1,10.39
STU0515,EEE,Male,80.1,5.47,1,1,3,5,53.0,82.3,66.5,65.8,72.2,1,9.05
STU0516,CSE,Male,87.9,5.68,1,1,0,2,53.8,40.9,45.4,62.2,55.52,0,0.0
STU0517,EEE,Female,81.8,6.61,0,1,2,1,53.4,60.1,44.3,49.7,68.73,1,9.04
STU0518,CSE,Female,73.4,5.83,2,1,2,2,79.6,68.7,28.1,69.0,62.28,0,0.0
STU0519,ECE,Female,92.3,7.65,3,3,1,0,46.8,78.8,43.6,56.8,60.95,0,0.0
STU0520,MECH,Male,95.8,6.69,2,1,0,2,69.5,63.8,78.5,53.7,66.7,0,0.0
STU0521,ECE,Male,84.9,9.81,1,2,1,2,67.4,60.0,56.8,64.6,90.64,0,0.0
STU0522,CSE,Male,89.7,5.29,1,0,0,3,79.4,78.7,40.2,78.3,66.77,0,0.0
STU0523,IT,Male,92.4,7.42,0,2,1,2,63.0,64.4,79.7,70.6,75.18,0,0.0
STU0524,CIVIL,Male,91.3,5.96,1,1,2,0,76.9,76.5,43.3,60.6,60.57,0,0.0
STU0525,IT,Female,86.1,6.66,0,1,1,1,62.4,56.7,83.4,60.0,72.28,0,0.0
STU0526,IT,Female,86.0,7.36,0,1,1,4,71.5,53.8,83.1,76.9,80.05,1,10.89
STU0527,EEE,Female,85.2,4.64,0,0,2,2,42.5,79.1,56.1,34.4,63.79,0,0.0
STU0528,CSE,Female,69.0,7.46,2,1,0,1,25.4,73.0,25.0,79.2,68.58,0,0.0
STU0529,EEE,Female,87.0,9.29,1,2,1,0,70.7,81.1,100.0,41.8,89.84,0,0.0
STU0530,EEE,Female,66.4,6.7,1,2,2,0,71.5,63.6,62.7,48.2,62.04,1,11.64
STU0531,MECH,Male,72.1,7.49,0,2,0,0,72.1,60.5,48.5,60.8,74.93,1,10.24
STU0532,CSE,Female,93.0,8.33,0,0,1,2,57.1,86.3,74.1,98.4,90.02,0,0.0
STU0533,CSE,Female,88.4,7.02,1,1,3,3,87.3,51.7,69.0,91.5,86.16,1,10.2
STU0534,IT,Female,94.9,6.56,0,0,2,5,58.1,85.0,81.2,77.9,78.28,0,0.0
STU0535,MECH,Female,77.3,4.7,2,1,2,3,71.3,85.8,41.8,73.0,63.11,0,0.0
STU0536,CSE,Male,68.5,7.91,2,0,3,0,73.9,80.3,61.4,41.9,71.41,0,0.0
STU0537,ECE,Female,77.6,7.08,1,1,0,1,90.8,61.7,31.3,70.2,72.97,1,10.09
STU0538,CSE,Male,81.0,6.09,1,1,1,1,60.2,60.2,68.3,60.3,57.1,0,0.0
STU0539,MECH,Female,80.8,7.34,1,1,1,1,55.2,67.5,54.5,56.6,72.18,0,0.0
STU0540,CSE,Female,91.3,6.56,0,1,3,2,42.5,54.5,60.6,70.2,73.21,1,8.72
STU0541,CIVIL,Female,76.4,6.62,1,1,3,0,88.3,58.5,52.1,61.4,74.32,0,0.0
STU0542,CSE,Male,83.5,7.87,3,1,2,3,71.3,77.7,50.0,80.2,76.1,1,9.75
STU0543,IT,Female,70.1,5.73,1,1,0,1,71.8,77.8,37.6,40.9,58.18,0,0.0
STU0544,IT,Female,84.5,8.35,0,1,2,2,100.0,57.4,70.8,69.1,90.5,1,11.49
STU0545,CIVIL,Male,80.0,5.66,2,0,1,2,69.9,78.1,84.8,55.7,62.36,0,0.0
STU0546,CSE,Male,72.5,6.47,0,0,1,1,45.5,75.5,43.9,62.3,64.95,0,0.0
STU0547,ECE,Female,77.6,9.32,2,2,2,0,62.1,88.1,66.1,72.3,74.88,1,11.8
STU0548,MECH,Female,78.2,8.44,1,1,2,0,50.4,76.8,63.6,52.4,77.55,0,0.0
STU0549,MECH,Female,77.3,7.31,0,1,4,1,59.1,82.7,55.2,70.3,76.51,1,10.0
STU0550,CIVIL,Female,97.7,6.17,2,2,3,4,59.0,75.7,24.5,65.0,64.93,0,0.0
STU0551,CIVIL,Male,79.0,6.62,0,1,2,0,56.2,81.8,29.0,58.8,65.39,0,0.0
STU0552,ECE,Female,77.6,7.28,0,3,4,2,44.1,54.6,39.4,61.4,78.81,0,0.0
STU0553,CIVIL,Male,59.0,7.24,1,0,3,1,88.9,68.5,12.2,65.8,74.92,0,0.0
STU0554,IT,Female,71.1,7.1,0,1,1,1,69.5,69.5,83.2,57.3,63.89,1,10.39
STU0555,EEE,Male,77.4,7.17,1,2,0,1,61.6,67.1,62.4,68.1,66.85,0,0.0
STU0556,MECH,Female,73.1,6.96,1,0,1,1,76.4,75.3,54.4,64.1,74.77,0,0.0
STU0557,CIVIL,Male,93.8,5.61,1,1,3,0,72.1,77.6,11.2,59.4,64.58,0,0.0
STU0558,EEE,Female,78.4,6.63,0,0,1,2,69.1,74.7,18.5,90.3,74.47,1,10.48
STU0559,CIVIL,Male,92.9,8.21,0,0,2,2,75.3,67.9,55.0,73.8,92.04,1,11.11
STU0560,EEE,Male,80.6,5.69,2,2,2,0,67.0,61.2,94.4,62.6,62.32,0,0.0
STU0561,MECH,Female,80.4,6.99,0,1,1,1,75.1,83.2,41.0,70.0,79.35,1,10.18
STU0562,CSE,Male,79.1,6.3,1,3,2,2,76.3,74.2,72.3,53.6,57.88,0,0.0
STU0563,ECE,Female,80.0,7.32,0,1,0,3,67.4,57.8,45.4,61.9,82.75,1,10.18
STU0564,IT,Female,97.2,6.77,1,1,3,0,61.7,67.7,56.1,63.5,75.25,1,8.04
STU0565,EEE,Female,56.8,8.83,0,1,5,1,88.0,49.1,79.3,50.5,99.8,1,10.8
STU0566,IT,Male,60.0,7.76,0,1,4,2,57.8,70.4,48.1,73.4,78.04,1,10.71
STU0567,IT,Male,74.6,5.76,0,1,2,1,70.9,67.6,41.2,60.9,60.22,1,8.4
STU0568,IT,Male,80.1,7.94,0,0,3,4,71.2,63.1,83.4,63.0,86.86,0,0.0
STU0569,MECH,Female,86.9,6.35,1,1,4,3,55.9,89.0,55.9,60.0,71.72,1,9.63
STU0570,MECH,Female,84.7,6.57,0,1,2,0,52.9,56.1,76.8,100.0,76.27,0,0.0
STU0571,EEE,Female,76.2,7.55,1,1,4,1,59.7,78.5,41.3,58.7,80.75,1,9.27
STU0572,ECE,Female,90.2,6.66,1,1,3,4,57.6,96.2,83.1,39.0,72.38,0,0.0
STU0573,IT,Male,90.3,8.18,1,2,2,1,43.1,82.9,60.5,45.6,73.99,0,0.0
STU0574,CSE,Male,81.8,6.35,0,1,2,1,55.2,69.6,63.7,78.6,73.4,0,0.0
STU0575,CSE,Male,89.6,6.52,0,1,2,1,69.0,56.4,57.6,86.7,75.35,0,0.0
STU0576,ECE,Male,82.7,6.48,0,0,2,1,84.0,53.7,44.9,58.5,73.18,0,0.0
STU0577,EEE,Male,74.4,6.58,0,1,1,1,73.3,65.1,55.0,85.9,77.37,1,10.5
STU0578,MECH,Male,87.0,8.41,2,0,3,2,26.0,61.8,46.1,78.4,81.09,0,0.0
STU0579,EEE,Male,81.1,7.89,3,0,1,0,74.6,61.4,74.2,65.3,72.86,0,0.0
STU0580,CSE,Male,80.0,9.08,1,0,1,3,56.6,66.1,50.9,64.4,82.64,1,9.56
STU0581,CSE,Female,94.7,9.69,2,0,0,3,71.8,68.8,25.1,70.5,78.21,0,0.0
STU0582,EEE,Female,55.5,6.07,0,1,0,1,64.8,75.8,21.4,80.3,63.1,0,0.0
STU0583,CSE,Female,65.8,7.28,0,1,2,1,62.1,55.1,20.5,73.6,71.99,1,8.75
STU0584,CSE,Male,68.1,5.91,1,0,0,4,63.5,61.8,67.4,58.5,61.83,1,8.29
STU0585,ECE,Male,76.4,6.34,3,1,4,2,64.7,68.1,32.0,65.6,62.18,0,0.0
STU0586,EEE,Male,77.5,6.51,2,3,2,2,85.2,67.7,61.0,95.7,71.95,1,9.86
STU0587,CIVIL,Male,64.9,6.04,1,0,0,1,64.7,92.0,57.7,71.5,56.37,1,7.99
STU0588,CSE,Female,70.1,6.04,1,3,1,1,81.3,72.8,53.7,80.2,61.35,0,0.0
STU0589,EEE,Female,71.4,7.04,0,1,3,1,79.1,50.6,63.8,75.6,83.87,0,0.0
STU0590,EEE,Male,100.0,5.86,0,0,1,0,75.0,75.0,58.2,71.8,66.51,0,0.0
STU0591,CIVIL,Male,98.0,8.13,0,1,2,3,38.2,76.5,0.8,69.5,83.36,1,9.46
STU0592,EEE,Male,75.9,6.19,0,0,2,2,81.7,68.5,48.5,80.6,78.66,1,8.88
STU0593,IT,Male,76.4,10.0,1,0,1,3,58.1,55.4,63.5,78.1,93.54,1,9.63
STU0594,EEE,Female,68.5,6.7,0,1,2,5,75.7,91.1,87.8,71.7,81.78,1,10.98
STU0595,IT,Female,60.9,7.28,1,1,5,1,50.4,57.2,88.7,58.3,74.12,0,0.0
STU0596,CIVIL,Female,78.8,5.78,0,1,3,0,47.2,77.9,27.7,73.4,69.22,0,0.0
STU0597,MECH,Female,70.0,9.08,1,1,4,2,94.6,72.4,48.0,67.1,97.47,1,13.05
STU0598,CIVIL,Female,79.2,8.43,1,0,1,3,50.6,77.2,23.7,63.7,80.02,0,0.0
STU0599,MECH,Female,64.0,7.53,3,0,1,0,82.2,90.5,85.4,100.0,61.06,1,7.44
STU0600,MECH,Female,72.4,5.72,1,0,0,1,66.8,76.7,75.3,46.5,55.44,0,0.0
